mode,domain,dim,var,trial_idx,oddball_idx,n_tiles,avg_edit_distance,distances_json
var_balanced,glyphs,3,5,109,4,6,41.600000,"[52.0, 30.0, 49.0, 47.0, 30.0]"
var_balanced,glyphs,3,5,110,3,6,48.200000,"[39.0, 53.0, 41.0, 55.0, 53.0]"
var_balanced,glyphs,3,5,111,1,6,45.800000,"[53.0, 55.0, 32.0, 55.0, 34.0]"
var_balanced,glyphs,3,5,112,2,6,36.600000,"[53.0, 45.0, 18.0, 47.0, 20.0]"
var_balanced,glyphs,3,5,113,6,6,44.800000,"[40.0, 20.0, 33.0, 69.0, 62.0]"
var_balanced,glyphs,3,5,114,6,6,47.600000,"[64.0, 45.0, 35.0, 45.0, 49.0]"
var_balanced,glyphs,3,5,115,6,6,85.000000,"[78.0, 78.0, 115.0, 76.0, 78.0]"
var_balanced,glyphs,3,5,116,4,6,38.600000,"[47.0, 63.0, 18.0, 33.0, 32.0]"
var_balanced,glyphs,3,5,117,4,6,35.400000,"[34.0, 45.0, 40.0, 42.0, 16.0]"
var_balanced,glyphs,3,5,118,6,6,48.000000,"[55.0, 60.0, 39.0, 33.0, 53.0]"
var_balanced,glyphs,3,5,119,6,6,56.400000,"[43.0, 72.0, 39.0, 68.0, 60.0]"
var_balanced,glyphs,3,5,120,2,6,43.400000,"[61.0, 20.0, 43.0, 61.0, 32.0]"
var_balanced,glyphs,3,5,121,4,6,46.200000,"[35.0, 33.0, 40.0, 61.0, 62.0]"
var_balanced,glyphs,3,5,122,1,6,52.400000,"[55.0, 33.0, 72.0, 18.0, 84.0]"
var_balanced,glyphs,3,5,123,4,6,43.800000,"[18.0, 30.0, 49.0, 63.0, 59.0]"
var_balanced,glyphs,3,5,124,4,6,38.600000,"[56.0, 18.0, 61.0, 4.0, 54.0]"
var_balanced,nuts_and_bolts,3,0,0,1,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,1,2,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
var_balanced,nuts_and_bolts,3,0,2,2,6,16.000000,"[16.0, 16.0, 16.0, 16.0, 16.0]"
var_balanced,nuts_and_bolts,3,0,3,6,6,7.000000,"[7.0, 7.0, 7.0, 7.0, 7.0]"
var_balanced,nuts_and_bolts,3,0,4,5,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,5,5,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,6,1,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,7,1,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,8,2,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,9,5,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,10,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,11,6,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,12,2,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,13,5,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,14,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,15,6,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,16,3,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,17,2,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,18,3,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,19,1,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,20,1,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,21,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,22,3,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,23,6,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,24,5,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
var_balanced,nuts_and_bolts,3,0,25,4,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,26,5,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,27,6,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
var_balanced,nuts_and_bolts,3,0,28,3,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,29,6,6,35.000000,"[35.0, 35.0, 35.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,0,30,1,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,31,3,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,32,2,6,7.000000,"[7.0, 7.0, 7.0, 7.0, 7.0]"
var_balanced,nuts_and_bolts,3,0,33,4,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,34,4,6,13.000000,"[13.0, 13.0, 13.0, 13.0, 13.0]"
var_balanced,nuts_and_bolts,3,0,35,3,6,13.000000,"[13.0, 13.0, 13.0, 13.0, 13.0]"
var_balanced,nuts_and_bolts,3,0,36,3,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
var_balanced,nuts_and_bolts,3,0,37,2,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,0,38,6,6,4.000000,"[4.0, 4.0, 4.0, 4.0, 4.0]"
var_balanced,nuts_and_bolts,3,0,39,5,6,2.000000,"[2.0, 2.0, 2.0, 2.0, 2.0]"
var_balanced,nuts_and_bolts,3,0,40,2,6,6.000000,"[6.0, 6.0, 6.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,0,6,6,38.600000,"[41.0, 41.0, 41.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,1,1,2,6,25.000000,"[4.0, 4.0, 39.0, 39.0, 39.0]"
var_balanced,nuts_and_bolts,3,1,2,4,6,16.000000,"[16.0, 16.0, 16.0, 16.0, 16.0]"
var_balanced,nuts_and_bolts,3,1,3,3,6,28.000000,"[42.0, 42.0, 42.0, 7.0, 7.0]"
var_balanced,nuts_and_bolts,3,1,4,3,6,8.400000,"[10.0, 10.0, 6.0, 10.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,5,1,6,7.200000,"[8.0, 6.0, 8.0, 6.0, 8.0]"
var_balanced,nuts_and_bolts,3,1,6,1,6,27.000000,"[6.0, 41.0, 6.0, 41.0, 41.0]"
var_balanced,nuts_and_bolts,3,1,7,4,6,38.600000,"[41.0, 41.0, 41.0, 35.0, 35.0]"
var_balanced,nuts_and_bolts,3,1,8,6,6,38.600000,"[41.0, 41.0, 35.0, 35.0, 41.0]"
var_balanced,nuts_and_bolts,3,1,9,4,6,7.200000,"[6.0, 8.0, 8.0, 8.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,10,2,6,6.200000,"[2.0, 9.0, 9.0, 2.0, 9.0]"
var_balanced,nuts_and_bolts,3,1,11,2,6,5.600000,"[2.0, 8.0, 8.0, 2.0, 8.0]"
var_balanced,nuts_and_bolts,3,1,12,6,6,36.200000,"[35.0, 37.0, 35.0, 37.0, 37.0]"
var_balanced,nuts_and_bolts,3,1,13,2,6,27.000000,"[6.0, 6.0, 41.0, 41.0, 41.0]"
var_balanced,nuts_and_bolts,3,1,14,6,6,4.400000,"[6.0, 2.0, 2.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,15,5,6,36.200000,"[35.0, 35.0, 37.0, 37.0, 37.0]"
var_balanced,nuts_and_bolts,3,1,16,3,6,8.400000,"[6.0, 10.0, 6.0, 10.0, 10.0]"
var_balanced,nuts_and_bolts,3,1,17,2,6,13.800000,"[6.0, 19.0, 19.0, 19.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,18,5,6,27.000000,"[41.0, 41.0, 41.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,19,3,6,39.200000,"[35.0, 42.0, 42.0, 42.0, 35.0]"
var_balanced,nuts_and_bolts,3,1,20,6,6,7.200000,"[8.0, 8.0, 8.0, 6.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,21,3,6,9.800000,"[2.0, 15.0, 15.0, 2.0, 15.0]"
var_balanced,nuts_and_bolts,3,1,22,6,6,27.000000,"[41.0, 6.0, 41.0, 6.0, 41.0]"
var_balanced,nuts_and_bolts,3,1,23,1,6,7.200000,"[6.0, 6.0, 8.0, 8.0, 8.0]"
var_balanced,nuts_and_bolts,3,1,24,1,6,5.200000,"[4.0, 6.0, 6.0, 6.0, 4.0]"
var_balanced,nuts_and_bolts,3,1,25,2,6,8.400000,"[10.0, 6.0, 10.0, 6.0, 10.0]"
var_balanced,nuts_and_bolts,3,1,26,2,6,38.600000,"[35.0, 41.0, 41.0, 41.0, 35.0]"
var_balanced,nuts_and_bolts,3,1,27,4,6,13.000000,"[19.0, 19.0, 4.0, 4.0, 19.0]"
var_balanced,nuts_and_bolts,3,1,28,3,6,13.800000,"[19.0, 6.0, 6.0, 19.0, 19.0]"
var_balanced,nuts_and_bolts,3,1,29,4,6,38.600000,"[41.0, 35.0, 41.0, 35.0, 41.0]"
var_balanced,nuts_and_bolts,3,1,30,1,6,4.400000,"[2.0, 6.0, 6.0, 2.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,31,4,6,23.000000,"[37.0, 37.0, 2.0, 2.0, 37.0]"
var_balanced,nuts_and_bolts,3,1,32,3,6,8.800000,"[10.0, 10.0, 7.0, 7.0, 10.0]"
var_balanced,nuts_and_bolts,3,1,33,2,6,13.800000,"[6.0, 6.0, 19.0, 19.0, 19.0]"
var_balanced,nuts_and_bolts,3,1,34,1,6,16.600000,"[13.0, 19.0, 19.0, 19.0, 13.0]"
var_balanced,nuts_and_bolts,3,1,35,1,6,30.400000,"[13.0, 42.0, 42.0, 42.0, 13.0]"
var_balanced,nuts_and_bolts,3,1,36,5,6,25.000000,"[39.0, 4.0, 39.0, 39.0, 4.0]"
var_balanced,nuts_and_bolts,3,1,37,6,6,8.400000,"[6.0, 10.0, 10.0, 10.0, 6.0]"
var_balanced,nuts_and_bolts,3,1,38,3,6,5.200000,"[6.0, 4.0, 6.0, 6.0, 4.0]"
var_balanced,nuts_and_bolts,3,1,39,2,6,5.600000,"[2.0, 8.0, 2.0, 8.0, 8.0]"
var_balanced,nuts_and_bolts,3,1,40,5,6,7.200000,"[8.0, 8.0, 6.0, 8.0, 6.0]"
var_balanced,nuts_and_bolts,3,2,0,1,6,42.800000,"[48.0, 41.0, 48.0, 42.0, 35.0]"
var_balanced,nuts_and_bolts,3,2,1,1,6,9.400000,"[4.0, 7.0, 13.0, 10.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,2,5,6,19.000000,"[21.0, 19.0, 19.0, 18.0, 18.0]"
var_balanced,nuts_and_bolts,3,2,3,1,6,10.000000,"[10.0, 9.0, 9.0, 10.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,4,6,6,9.600000,"[12.0, 12.0, 6.0, 10.0, 8.0]"
var_balanced,nuts_and_bolts,3,2,5,2,6,9.600000,"[10.0, 12.0, 8.0, 6.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,6,3,6,10.800000,"[12.0, 12.0, 8.0, 14.0, 8.0]"
var_balanced,nuts_and_bolts,3,2,7,1,6,41.800000,"[45.0, 35.0, 45.0, 39.0, 45.0]"
var_balanced,nuts_and_bolts,3,2,8,6,6,41.600000,"[41.0, 35.0, 45.0, 45.0, 42.0]"
var_balanced,nuts_and_bolts,3,2,9,2,6,10.800000,"[12.0, 14.0, 14.0, 8.0, 6.0]"
var_balanced,nuts_and_bolts,3,2,10,1,6,26.600000,"[2.0, 43.0, 43.0, 8.0, 37.0]"
var_balanced,nuts_and_bolts,3,2,11,6,6,9.200000,"[8.0, 14.0, 8.0, 8.0, 8.0]"
var_balanced,nuts_and_bolts,3,2,12,2,6,38.600000,"[35.0, 39.0, 41.0, 37.0, 41.0]"
var_balanced,nuts_and_bolts,3,2,13,3,6,10.200000,"[13.0, 12.0, 12.0, 7.0, 7.0]"
var_balanced,nuts_and_bolts,3,2,14,1,6,7.400000,"[6.0, 8.0, 8.0, 9.0, 6.0]"
var_balanced,nuts_and_bolts,3,2,15,2,6,39.800000,"[41.0, 35.0, 43.0, 43.0, 37.0]"
var_balanced,nuts_and_bolts,3,2,16,1,6,30.600000,"[6.0, 47.0, 41.0, 12.0, 47.0]"
var_balanced,nuts_and_bolts,3,2,17,1,6,30.600000,"[47.0, 6.0, 41.0, 47.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,18,6,6,15.000000,"[21.0, 8.0, 8.0, 19.0, 19.0]"
var_balanced,nuts_and_bolts,3,2,19,1,6,42.800000,"[42.0, 48.0, 41.0, 48.0, 35.0]"
var_balanced,nuts_and_bolts,3,2,20,6,6,30.600000,"[6.0, 47.0, 47.0, 6.0, 47.0]"
var_balanced,nuts_and_bolts,3,2,21,1,6,26.600000,"[43.0, 43.0, 37.0, 2.0, 8.0]"
var_balanced,nuts_and_bolts,3,2,22,2,6,14.200000,"[7.0, 19.0, 19.0, 7.0, 19.0]"
var_balanced,nuts_and_bolts,3,2,23,5,6,15.000000,"[8.0, 21.0, 21.0, 19.0, 6.0]"
var_balanced,nuts_and_bolts,3,2,24,6,6,8.800000,"[6.0, 10.0, 12.0, 6.0, 10.0]"
var_balanced,nuts_and_bolts,3,2,25,1,6,13.200000,"[16.0, 16.0, 8.0, 18.0, 8.0]"
var_balanced,nuts_and_bolts,3,2,26,6,6,40.400000,"[41.0, 39.0, 41.0, 42.0, 39.0]"
var_balanced,nuts_and_bolts,3,2,27,6,6,9.400000,"[7.0, 4.0, 10.0, 13.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,28,3,6,15.000000,"[21.0, 8.0, 6.0, 21.0, 19.0]"
var_balanced,nuts_and_bolts,3,2,29,1,6,41.000000,"[45.0, 45.0, 39.0, 41.0, 35.0]"
var_balanced,nuts_and_bolts,3,2,30,5,6,9.200000,"[2.0, 14.0, 8.0, 8.0, 14.0]"
var_balanced,nuts_and_bolts,3,2,31,4,6,26.600000,"[2.0, 43.0, 8.0, 37.0, 43.0]"
var_balanced,nuts_and_bolts,3,2,32,2,6,10.000000,"[10.0, 12.0, 9.0, 10.0, 9.0]"
var_balanced,nuts_and_bolts,3,2,33,4,6,32.400000,"[48.0, 48.0, 6.0, 19.0, 41.0]"
var_balanced,nuts_and_bolts,3,2,34,1,6,16.000000,"[18.0, 18.0, 16.0, 15.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,35,6,6,17.200000,"[13.0, 19.0, 19.0, 19.0, 16.0]"
var_balanced,nuts_and_bolts,3,2,36,4,6,26.800000,"[7.0, 39.0, 42.0, 4.0, 42.0]"
var_balanced,nuts_and_bolts,3,2,37,3,6,28.200000,"[6.0, 6.0, 43.0, 43.0, 43.0]"
var_balanced,nuts_and_bolts,3,2,38,2,6,28.600000,"[45.0, 4.0, 45.0, 45.0, 4.0]"
var_balanced,nuts_and_bolts,3,2,39,4,6,15.000000,"[9.0, 9.0, 18.0, 21.0, 18.0]"
var_balanced,nuts_and_bolts,3,2,40,2,6,13.800000,"[6.0, 6.0, 19.0, 19.0, 19.0]"
var_balanced,nuts_and_bolts,3,2,41,5,6,12.400000,"[18.0, 4.0, 18.0, 18.0, 4.0]"
var_balanced,nuts_and_bolts,3,2,42,3,6,30.600000,"[12.0, 41.0, 12.0, 47.0, 41.0]"
var_balanced,nuts_and_bolts,3,2,43,6,6,39.800000,"[35.0, 43.0, 43.0, 41.0, 37.0]"
var_balanced,nuts_and_bolts,3,2,44,2,6,31.600000,"[48.0, 13.0, 48.0, 42.0, 7.0]"
var_balanced,nuts_and_bolts,3,2,45,6,6,11.400000,"[13.0, 15.0, 8.0, 8.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,46,3,6,10.800000,"[13.0, 13.0, 6.0, 12.0, 10.0]"
var_balanced,nuts_and_bolts,3,2,47,5,6,7.800000,"[6.0, 8.0, 7.0, 9.0, 9.0]"
var_balanced,nuts_and_bolts,3,2,48,3,6,39.800000,"[37.0, 41.0, 43.0, 43.0, 35.0]"
var_balanced,nuts_and_bolts,3,2,49,5,6,11.600000,"[18.0, 2.0, 8.0, 12.0, 18.0]"
var_balanced,nuts_and_bolts,3,2,50,3,6,8.000000,"[2.0, 2.0, 12.0, 12.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,51,3,6,40.400000,"[42.0, 37.0, 44.0, 35.0, 44.0]"
var_balanced,nuts_and_bolts,3,2,52,2,6,10.800000,"[14.0, 8.0, 8.0, 12.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,53,6,6,8.000000,"[12.0, 8.0, 12.0, 6.0, 2.0]"
var_balanced,nuts_and_bolts,3,2,54,1,6,13.800000,"[12.0, 19.0, 19.0, 6.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,55,5,6,20.800000,"[24.0, 18.0, 16.0, 22.0, 24.0]"
var_balanced,nuts_and_bolts,3,2,56,6,6,29.800000,"[7.0, 10.0, 45.0, 42.0, 45.0]"
var_balanced,nuts_and_bolts,3,2,57,1,6,9.600000,"[12.0, 6.0, 12.0, 12.0, 6.0]"
var_balanced,nuts_and_bolts,3,2,58,6,6,8.600000,"[2.0, 12.0, 9.0, 8.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,59,4,6,10.800000,"[12.0, 8.0, 8.0, 14.0, 12.0]"
var_balanced,nuts_and_bolts,3,2,60,5,6,11.400000,"[15.0, 13.0, 8.0, 8.0, 13.0]"
var_balanced,nuts_and_bolts,3,2,61,1,6,44.600000,"[45.0, 51.0, 41.0, 51.0, 35.0]"
var_balanced,nuts_and_bolts,3,3,0,5,6,46.400000,"[47.0, 42.0, 48.0, 54.0, 41.0]"
var_balanced,nuts_and_bolts,3,3,1,3,6,16.600000,"[7.0, 25.0, 22.0, 19.0, 10.0]"
var_balanced,nuts_and_bolts,3,3,2,1,6,38.800000,"[22.0, 48.0, 25.0, 45.0, 54.0]"
var_balanced,nuts_and_bolts,3,3,3,3,6,31.600000,"[10.0, 48.0, 45.0, 13.0, 42.0]"
var_balanced,nuts_and_bolts,3,3,4,3,6,30.600000,"[45.0, 45.0, 8.0, 12.0, 43.0]"
var_balanced,nuts_and_bolts,3,3,5,4,6,31.800000,"[43.0, 47.0, 41.0, 14.0, 14.0]"
var_balanced,nuts_and_bolts,3,3,6,1,6,31.800000,"[13.0, 10.0, 48.0, 47.0, 41.0]"
var_balanced,nuts_and_bolts,3,3,7,1,6,44.800000,"[48.0, 45.0, 51.0, 45.0, 35.0]"
var_balanced,nuts_and_bolts,3,3,8,6,6,42.200000,"[45.0, 47.0, 37.0, 35.0, 47.0]"
var_balanced,nuts_and_bolts,3,3,9,3,6,34.800000,"[50.0, 21.0, 19.0, 43.0, 41.0]"
var_balanced,nuts_and_bolts,3,3,10,4,6,11.800000,"[12.0, 8.0, 15.0, 15.0, 9.0]"
var_balanced,nuts_and_bolts,3,3,11,5,6,33.800000,"[24.0, 8.0, 47.0, 37.0, 53.0]"
var_balanced,nuts_and_bolts,3,3,12,4,6,46.400000,"[47.0, 35.0, 48.0, 48.0, 54.0]"
var_balanced,nuts_and_bolts,3,3,13,5,6,32.400000,"[43.0, 13.0, 48.0, 15.0, 43.0]"
var_balanced,nuts_and_bolts,3,3,14,2,6,27.800000,"[8.0, 44.0, 41.0, 37.0, 9.0]"
var_balanced,nuts_and_bolts,3,3,15,3,6,43.400000,"[47.0, 43.0, 41.0, 49.0, 37.0]"
var_balanced,nuts_and_bolts,3,3,16,2,6,19.200000,"[12.0, 27.0, 8.0, 24.0, 25.0]"
var_balanced,nuts_and_bolts,3,3,17,6,6,30.600000,"[41.0, 45.0, 47.0, 8.0, 12.0]"
var_balanced,nuts_and_bolts,3,3,18,1,6,36.000000,"[54.0, 54.0, 6.0, 47.0, 19.0]"
var_balanced,nuts_and_bolts,3,3,19,1,6,44.000000,"[50.0, 44.0, 50.0, 41.0, 35.0]"
var_balanced,nuts_and_bolts,3,3,20,5,6,17.600000,"[25.0, 6.0, 19.0, 13.0, 25.0]"
var_balanced,nuts_and_bolts,3,3,21,1,6,17.600000,"[8.0, 27.0, 21.0, 8.0, 24.0]"
var_balanced,nuts_and_bolts,3,3,22,4,6,16.400000,"[19.0, 24.0, 6.0, 24.0, 9.0]"
var_balanced,nuts_and_bolts,3,3,23,6,6,12.000000,"[6.0, 15.0, 15.0, 12.0, 12.0]"
var_balanced,nuts_and_bolts,3,3,24,4,6,12.400000,"[18.0, 16.0, 10.0, 12.0, 6.0]"
var_balanced,nuts_and_bolts,3,3,25,4,6,15.600000,"[12.0, 6.0, 21.0, 18.0, 21.0]"
var_balanced,nuts_and_bolts,3,3,26,4,6,42.200000,"[41.0, 35.0, 41.0, 47.0, 47.0]"
var_balanced,nuts_and_bolts,3,3,27,4,6,28.000000,"[44.0, 4.0, 39.0, 44.0, 9.0]"
var_balanced,nuts_and_bolts,3,3,28,4,6,18.400000,"[10.0, 25.0, 13.0, 25.0, 19.0]"
var_balanced,nuts_and_bolts,3,3,29,3,6,41.000000,"[35.0, 44.0, 41.0, 41.0, 44.0]"
var_balanced,nuts_and_bolts,3,3,30,6,6,17.000000,"[21.0, 14.0, 27.0, 2.0, 21.0]"
var_balanced,nuts_and_bolts,3,3,31,5,6,30.800000,"[50.0, 50.0, 2.0, 43.0, 9.0]"
var_balanced,nuts_and_bolts,3,3,32,5,6,11.800000,"[7.0, 12.0, 15.0, 10.0, 15.0]"
var_balanced,nuts_and_bolts,3,3,33,5,6,15.800000,"[19.0, 21.0, 19.0, 8.0, 12.0]"
var_balanced,nuts_and_bolts,3,3,34,2,6,33.400000,"[47.0, 15.0, 47.0, 13.0, 45.0]"
var_balanced,nuts_and_bolts,3,3,35,6,6,35.800000,"[42.0, 51.0, 45.0, 19.0, 22.0]"
var_balanced,nuts_and_bolts,3,3,36,3,6,32.200000,"[13.0, 51.0, 42.0, 13.0, 42.0]"
var_balanced,nuts_and_bolts,3,3,37,3,6,12.600000,"[15.0, 12.0, 10.0, 12.0, 14.0]"
var_balanced,nuts_and_bolts,3,3,38,3,6,13.000000,"[7.0, 13.0, 10.0, 16.0, 19.0]"
var_balanced,nuts_and_bolts,3,3,39,4,6,33.800000,"[8.0, 24.0, 53.0, 37.0, 47.0]"
var_balanced,nuts_and_bolts,3,3,40,1,6,34.800000,"[50.0, 21.0, 41.0, 43.0, 19.0]"
var_balanced,nuts_and_bolts,3,3,41,6,6,31.000000,"[39.0, 18.0, 45.0, 6.0, 47.0]"
var_balanced,nuts_and_bolts,3,3,42,1,6,12.000000,"[12.0, 13.0, 8.0, 15.0, 12.0]"
var_balanced,nuts_and_bolts,3,3,43,2,6,44.000000,"[45.0, 41.0, 48.0, 41.0, 45.0]"
var_balanced,nuts_and_bolts,3,3,44,1,6,32.800000,"[44.0, 15.0, 42.0, 50.0, 13.0]"
var_balanced,nuts_and_bolts,3,3,45,4,6,14.800000,"[13.0, 16.0, 19.0, 13.0, 13.0]"
var_balanced,nuts_and_bolts,3,3,46,2,6,18.200000,"[13.0, 25.0, 22.0, 19.0, 12.0]"
var_balanced,nuts_and_bolts,3,3,47,3,6,33.800000,"[6.0, 42.0, 48.0, 51.0, 22.0]"
var_balanced,nuts_and_bolts,3,3,48,3,6,44.000000,"[37.0, 44.0, 48.0, 43.0, 48.0]"
var_balanced,nuts_and_bolts,3,3,49,4,6,29.000000,"[12.0, 8.0, 47.0, 37.0, 41.0]"
var_balanced,nuts_and_bolts,3,3,50,5,6,30.800000,"[43.0, 9.0, 50.0, 8.0, 44.0]"
var_balanced,nuts_and_bolts,3,3,51,3,6,45.200000,"[48.0, 47.0, 42.0, 47.0, 42.0]"
var_balanced,nuts_and_bolts,3,3,52,4,6,31.800000,"[49.0, 41.0, 49.0, 14.0, 6.0]"
var_balanced,nuts_and_bolts,3,3,53,4,6,12.600000,"[12.0, 12.0, 12.0, 12.0, 15.0]"
var_balanced,nuts_and_bolts,3,3,54,6,6,15.200000,"[12.0, 16.0, 16.0, 19.0, 13.0]"
var_balanced,nuts_and_bolts,3,3,55,2,6,19.600000,"[18.0, 19.0, 16.0, 24.0, 21.0]"
var_balanced,nuts_and_bolts,3,3,56,4,6,13.000000,"[18.0, 12.0, 12.0, 7.0, 16.0]"
var_balanced,nuts_and_bolts,3,3,57,1,6,15.000000,"[15.0, 21.0, 6.0, 12.0, 21.0]"
var_balanced,nuts_and_bolts,3,3,58,4,6,33.800000,"[18.0, 21.0, 37.0, 50.0, 43.0]"
var_balanced,nuts_and_bolts,3,3,59,2,6,13.000000,"[12.0, 10.0, 15.0, 15.0, 13.0]"
var_balanced,nuts_and_bolts,3,3,60,2,6,32.800000,"[48.0, 45.0, 48.0, 13.0, 10.0]"
var_balanced,nuts_and_bolts,3,3,61,6,6,44.000000,"[45.0, 48.0, 47.0, 35.0, 45.0]"
var_balanced,nuts_and_bolts,3,4,0,4,6,47.800000,"[47.0, 45.0, 48.0, 54.0, 45.0]"
var_balanced,nuts_and_bolts,3,4,1,5,6,32.800000,"[50.0, 4.0, 44.0, 19.0, 47.0]"
var_balanced,nuts_and_bolts,3,4,2,3,6,23.800000,"[24.0, 24.0, 25.0, 24.0, 22.0]"
var_balanced,nuts_and_bolts,3,4,3,5,6,35.800000,"[51.0, 51.0, 24.0, 44.0, 9.0]"
var_balanced,nuts_and_bolts,3,4,4,3,6,36.000000,"[43.0, 48.0, 14.0, 56.0, 19.0]"
var_balanced,nuts_and_bolts,3,4,5,1,6,35.600000,"[19.0, 54.0, 48.0, 51.0, 6.0]"
var_balanced,nuts_and_bolts,3,4,6,2,6,35.400000,"[47.0, 19.0, 16.0, 41.0, 54.0]"
var_balanced,nuts_and_bolts,3,4,7,4,6,45.400000,"[51.0, 50.0, 41.0, 48.0, 37.0]"
var_balanced,nuts_and_bolts,3,4,8,1,6,45.800000,"[47.0, 41.0, 47.0, 45.0, 49.0]"
var_balanced,nuts_and_bolts,3,4,9,2,6,37.200000,"[54.0, 6.0, 49.0, 56.0, 21.0]"
var_balanced,nuts_and_bolts,3,4,10,6,6,32.000000,"[14.0, 47.0, 12.0, 37.0, 50.0]"
var_balanced,nuts_and_bolts,3,4,11,3,6,32.600000,"[49.0, 47.0, 8.0, 50.0, 9.0]"
var_balanced,nuts_and_bolts,3,4,12,3,6,46.600000,"[50.0, 51.0, 45.0, 43.0, 44.0]"
var_balanced,nuts_and_bolts,3,4,13,2,6,32.400000,"[50.0, 12.0, 44.0, 6.0, 50.0]"
var_balanced,nuts_and_bolts,3,4,14,2,6,31.400000,"[44.0, 2.0, 14.0, 50.0, 47.0]"
