program_string,nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant,render_filepath
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.2199999999999999 0 -0.10999999999999995 0.19052558883257645)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7276000000000007 0)) 4 (M 1 1.5707963267948966 0 0)))),s,2.2,h,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/243.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,2.2,h,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/244.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,2.2,h,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/245.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 4 (M 1 1.5707963267948966 0 0)))),s,2.2,h,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/246.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 4 (M 1 1.5707963267948966 0 0)))),s,2.2,h,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/247.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 3.2851342252830658 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/248.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 3.2851342252830658 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/249.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.2199999999999999 0 -0.10999999999999995 0.19052558883257645)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7276000000000007 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/250.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.2199999999999999 0 -0.10999999999999995 0.19052558883257645)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7276000000000007 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/251.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/252.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.3099999999999999 0 -0.15499999999999994 0.26846787517317594)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.856849257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/253.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/254.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 3.111269837220809 0 -1.5556349186104046 1.5556349186104048)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.9788186827420535 0)) 6 (M 1 1.0471975511965976 0 0)))),s,2.2,h,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/255.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/256.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/257.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/258.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/259.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/260.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/261.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/262.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,c,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/263.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/264.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/265.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/266.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/267.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/268.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/269.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/270.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.041868764994355066 0 -0.020934382497177533 0.39945181390182954)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),p,1.0,c,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/271.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,s,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/272.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,s,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/273.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,s,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/274.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.1755705045849463 0 -0.5877852522924731 0.8090169943749475)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),p,1.0,s,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/275.png
